# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3282103	3282201	-					ivbL		ECMDS42_3107	99		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3282103	3282201	-	BAL40264.1			ilvB operon leader peptide	ivbL		ECMDS42_3107	99	32	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3283135	3284319	+					emrD		ECMDS42_3108	1185		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3283135	3284319	+	BAL40265.1			multidrug efflux system protein	emrD		ECMDS42_3108	1185	394	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3284327	3284824	-					yidF		ECMDS42_3109	498		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3284327	3284824	-	BAL40266.1			predicted DNA-binding transcriptional regulator	yidF		ECMDS42_3109	498	165	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3284821	3285183	-					yidG		ECMDS42_3110	363		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3284821	3285183	-	BAL40267.1			predicted inner membrane protein	yidG		ECMDS42_3110	363	120	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3285173	3285520	-					yidH		ECMDS42_3111	348		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3285173	3285520	-	BAL40268.1			conserved inner membrane protein	yidH		ECMDS42_3111	348	115	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3285628	3286077	+					yidI		ECMDS42_3112	450		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3285628	3286077	+	BAL40269.1			predicted inner membrane protein	yidI		ECMDS42_3112	450	149	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3286124	3287617	-					yidJ		ECMDS42_3113	1494		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3286124	3287617	-	BAL40270.1			predicted sulfatase/phosphatase	yidJ		ECMDS42_3113	1494	497	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3287614	3289329	-					yidK		ECMDS42_3114	1716		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3287614	3289329	-	BAL40271.1			predicted transporter	yidK		ECMDS42_3114	1716	571	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3289466	3290389	+					yidL		ECMDS42_3115	924		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3289466	3290389	+	BAL40272.1			predicted DNA-binding transcriptional regulator	yidL		ECMDS42_3115	924	307	
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3290386	3290562	-					ysdC		ECMDS42_3116	177		
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3290562	3291200	-					glvG		ECMDS42_3117	639		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3291200	3291685	-					glvB		ECMDS42_3118	486		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3291200	3291685	-	BAL40273.1			arbutin specific enzyme IIB component of PTS	glvB		ECMDS42_3118	486	161	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3291710	3292816	-					glvC		ECMDS42_3119	1107		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3291710	3292816	-	BAL40274.1			arbutin specific enzyme IIC component of PTS	glvC		ECMDS42_3119	1107	368	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3293112	3293828	+					yidP		ECMDS42_3120	717		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3293112	3293828	+	BAL40275.1			predicted DNA-binding transcriptional regulator	yidP		ECMDS42_3120	717	238	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3293825	3295486	-					yidE		ECMDS42_3121	1662		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3293825	3295486	-	BAL40276.1			predicted transporter	yidE		ECMDS42_3121	1662	553	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3295682	3296110	-					ibpB		ECMDS42_3122	429		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3295682	3296110	-	BAL40277.1			heat shock chaperone	ibpB		ECMDS42_3122	429	142	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3296222	3296635	-					ibpA		ECMDS42_3123	414		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3296222	3296635	-	BAL40278.1			heat shock chaperone	ibpA		ECMDS42_3123	414	137	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3296941	3297273	+					yidQ		ECMDS42_3124	333		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3296941	3297273	+	BAL40279.1			conserved outer membrane protein	yidQ		ECMDS42_3124	333	110	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3297275	3298489	-					yidR		ECMDS42_3125	1215		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3297275	3298489	-	BAL40280.1			conserved protein	yidR		ECMDS42_3125	1215	404	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3298590	3299654	+					cbrA		ECMDS42_3126	1065		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3298590	3299654	+	BAL40281.1			predicted oxidoreductase, FAD/NAD(P)-binding domain	cbrA		ECMDS42_3126	1065	354	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3299651	3300943	-					dgoT		ECMDS42_3127	1293		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3299651	3300943	-	BAL40282.1			D-galactonate transporter	dgoT		ECMDS42_3127	1293	430	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3301063	3302211	-					dgoD		ECMDS42_3128	1149		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3301063	3302211	-	BAL40283.1			galactonate dehydratase	dgoD		ECMDS42_3128	1149	382	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3302208	3302825	-					dgoA		ECMDS42_3129	618		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3302208	3302825	-	BAL40284.1			2-oxo-3-deoxygalactonate 6-phosphate aldolase	dgoA		ECMDS42_3129	618	205	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3302809	3303687	-					dgoK		ECMDS42_3130	879		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3302809	3303687	-	BAL40285.1			2-oxo-3-deoxygalactonate kinase	dgoK		ECMDS42_3130	879	292	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3303684	3304373	-					dgoR		ECMDS42_3131	690		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3303684	3304373	-	BAL40286.1			predicted DNA-binding transcriptional regulator	dgoR		ECMDS42_3131	690	229	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3304651	3305307	+					yidX		ECMDS42_3132	657		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3304651	3305307	+	BAL40287.1			predicted lipoproteinC	yidX		ECMDS42_3132	657	218	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3305353	3306165	-					yidA		ECMDS42_3133	813		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3305353	3306165	-	BAL40288.1			predicted hydrolase	yidA		ECMDS42_3133	813	270	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3306280	3306678	-					yidB		ECMDS42_3134	399		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3306280	3306678	-	BAL40289.1			conserved protein	yidB		ECMDS42_3134	399	132	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3306918	3309332	-					gyrB		ECMDS42_3135	2415		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3306918	3309332	-	BAL40290.1			DNA gyrase, subunit B	gyrB		ECMDS42_3135	2415	804	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3309361	3310434	-					recF		ECMDS42_3136	1074		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3309361	3310434	-	BAL40291.1			gap repair protein	recF		ECMDS42_3136	1074	357	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3310434	3311534	-					dnaN		ECMDS42_3137	1101		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3310434	3311534	-	BAL40292.1			DNA polymerase III, beta subunit	dnaN		ECMDS42_3137	1101	366	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3311539	3312942	-					dnaA		ECMDS42_3138	1404		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3311539	3312942	-	BAL40293.1			chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	dnaA		ECMDS42_3138	1404	467	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3313549	3313689	+					rpmH		ECMDS42_3139	141		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3313549	3313689	+	BAL40294.1			50S ribosomal subunit protein L34	rpmH		ECMDS42_3139	141	46	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3313706	3314065	+					rnpA		ECMDS42_3140	360		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3313706	3314065	+	BAL40295.1			protein C5 component of RNase P	rnpA		ECMDS42_3140	360	119	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3314029	3314286	+					yidD		ECMDS42_3141	258		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3314029	3314286	+	BAL40296.1			predicted protein	yidD		ECMDS42_3141	258	85	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3314289	3315935	+					yidC		ECMDS42_3142	1647		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3314289	3315935	+	BAL40297.1			cytoplasmic insertase into membrane protein, Sec system	yidC		ECMDS42_3142	1647	548	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3316041	3317405	+					trmE		ECMDS42_3143	1365		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3316041	3317405	+	BAL40298.1			GTPase	trmE		ECMDS42_3143	1365	454	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3317648	3317722	+					tnaC		ECMDS42_3144	75		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3317648	3317722	+	BAL40299.1			tryptophanase leader peptide	tnaC		ECMDS42_3144	75	24	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3317943	3319358	+					tnaA		ECMDS42_3145	1416		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3317943	3319358	+	BAL40300.1			tryptophanase/L-cysteine desulfhydrase, PLP-dependent	tnaA		ECMDS42_3145	1416	471	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3319449	3320696	+					tnaB		ECMDS42_3146	1248		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3319449	3320696	+	BAL40301.1			tryptophan transporter of low affinity	tnaB		ECMDS42_3146	1248	415	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3320828	3322003	+					mdtL		ECMDS42_3147	1176		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3320828	3322003	+	BAL40302.1			multidrug efflux system protein	mdtL		ECMDS42_3147	1176	391	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3321978	3322937	+					yidZ		ECMDS42_3148	960		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3321978	3322937	+	BAL40303.1			predicted DNA-binding transcriptional regulator	yidZ		ECMDS42_3148	960	319	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3323082	3323843	+					yieE		ECMDS42_3149	762		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3323082	3323843	+	BAL40304.1			predicted phosphopantetheinyl transferase	yieE		ECMDS42_3149	762	253	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3323865	3324431	+					yieF		ECMDS42_3150	567		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3323865	3324431	+	BAL40305.1			chromate reductase, Class I, flavoprotein	yieF		ECMDS42_3150	567	188	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3324485	3325822	-					yieG		ECMDS42_3151	1338		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3324485	3325822	-	BAL40306.1			predicted inner membrane protein	yieG		ECMDS42_3151	1338	445	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3325987	3326652	+					yieH		ECMDS42_3152	666		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3325987	3326652	+	BAL40307.1			predicted hydrolase	yieH		ECMDS42_3152	666	221	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3326719	3327186	+					yieI		ECMDS42_3153	468		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3326719	3327186	+	BAL40308.1			predicted inner membrane protein	yieI		ECMDS42_3153	468	155	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3327235	3327822	+					cbrC		ECMDS42_3154	588		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3327235	3327822	+	BAL40309.1			conserved protein	cbrC		ECMDS42_3154	588	195	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3327884	3328606	-					yieK		ECMDS42_3155	723		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3327884	3328606	-	BAL40310.1			predicted 6-phosphogluconolactonase	yieK		ECMDS42_3155	723	240	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3328621	3329817	-					yieL		ECMDS42_3156	1197		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3328621	3329817	-	BAL40311.1			predicted xylanase	yieL		ECMDS42_3156	1197	398	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3329817	3331433	-					bglH		ECMDS42_3157	1617		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3329817	3331433	-	BAL40312.1			carbohydrate-specific outer membrane porin, cryptic	bglH		ECMDS42_3157	1617	538	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3331502	3332914	-					bglB		ECMDS42_3158	1413		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3331502	3332914	-	BAL40313.1			cryptic phospho-beta-glucosidase B	bglB		ECMDS42_3158	1413	470	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3332933	3334810	-					bglF		ECMDS42_3159	1878		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3332933	3334810	-	BAL40314.1			fused beta-glucoside-specific PTS enzyme IIABC components	bglF		ECMDS42_3159	1878	625	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3334944	3335780	-					bglG		ECMDS42_3160	837		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3334944	3335780	-	BAL40315.1			transcriptional antiterminator of the bgl operon	bglG		ECMDS42_3160	837	278	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3336066	3336791	-					phoU		ECMDS42_3161	726		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3336066	3336791	-	BAL40316.1			DNA-binding transcriptional regulator	phoU		ECMDS42_3161	726	241	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3336806	3337579	-					pstB		ECMDS42_3162	774		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3336806	3337579	-	BAL40317.1			phosphate transporter subunit	pstB		ECMDS42_3162	774	257	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3337762	3338652	-					pstA		ECMDS42_3163	891		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3337762	3338652	-	BAL40318.1			phosphate transporter subunit	pstA		ECMDS42_3163	891	296	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3338652	3339611	-					pstC		ECMDS42_3164	960		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3338652	3339611	-	BAL40319.1			phosphate transporter subunit	pstC		ECMDS42_3164	960	319	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3339698	3340738	-					pstS		ECMDS42_3165	1041		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3339698	3340738	-	BAL40320.1			phosphate transporter subunit	pstS		ECMDS42_3165	1041	346	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3341052	3342881	-					glmS		ECMDS42_3166	1830		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3341052	3342881	-	BAL40321.1			L-glutamine:D-fructose-6-phosphate aminotransferase	glmS		ECMDS42_3166	1830	609	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3343043	3344413	-					glmU		ECMDS42_3167	1371		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3343043	3344413	-	BAL40322.1			fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	glmU		ECMDS42_3167	1371	456	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3344766	3345185	-					atpC		ECMDS42_3168	420		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3344766	3345185	-	BAL40323.1			F1 sector of membrane-bound ATP synthase, epsilon subunit	atpC		ECMDS42_3168	420	139	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3345206	3346588	-					atpD		ECMDS42_3169	1383		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3345206	3346588	-	BAL40324.1			F1 sector of membrane-bound ATP synthase, beta subunit	atpD		ECMDS42_3169	1383	460	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3346615	3347478	-					atpG		ECMDS42_3170	864		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3346615	3347478	-	BAL40325.1			F1 sector of membrane-bound ATP synthase, gamma subunit	atpG		ECMDS42_3170	864	287	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3347529	3349070	-					atpA		ECMDS42_3171	1542		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3347529	3349070	-	BAL40326.1			F1 sector of membrane-bound ATP synthase, alpha subunit	atpA		ECMDS42_3171	1542	513	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3349083	3349616	-					atpH		ECMDS42_3172	534		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3349083	3349616	-	BAL40327.1			F1 sector of membrane-bound ATP synthase, delta subunit	atpH		ECMDS42_3172	534	177	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3349631	3350101	-					atpF		ECMDS42_3173	471		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3349631	3350101	-	BAL40328.1			F0 sector of membrane-bound ATP synthase, subunit b	atpF		ECMDS42_3173	471	156	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3350163	3350402	-					atpE		ECMDS42_3174	240		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3350163	3350402	-	BAL40329.1			F0 sector of membrane-bound ATP synthase, subunit c	atpE		ECMDS42_3174	240	79	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3350449	3351264	-					atpB		ECMDS42_3175	816		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3350449	3351264	-	BAL40330.1			F0 sector of membrane-bound ATP synthase, subunit a	atpB		ECMDS42_3175	816	271	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3351273	3351653	-					atpI		ECMDS42_3176	381		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3351273	3351653	-	BAL40331.1			ATP synthase, membrane-bound accesory subunit	atpI		ECMDS42_3176	381	126	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3352270	3352893	-					gidB		ECMDS42_3177	624		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3352270	3352893	-	BAL40332.1			methyltransferase, glucose-inhibited cell-division protein	gidB		ECMDS42_3177	624	207	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3352957	3354846	-					gidA		ECMDS42_3178	1890		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3352957	3354846	-	BAL40333.1			glucose-inhibited cell-division protein	gidA		ECMDS42_3178	1890	629	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3355225	3355668	-					mioC		ECMDS42_3180	444		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3355225	3355668	-	BAL40334.1			FMN-binding protein MioC	mioC		ECMDS42_3180	444	147	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3355758	3356216	-					asnC		ECMDS42_3181	459		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3355758	3356216	-	BAL40335.1			DNA-binding transcriptional dual regulator	asnC		ECMDS42_3181	459	152	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3356368	3357360	+					asnA		ECMDS42_3182	993		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3356368	3357360	+	BAL40336.1			asparagine synthetase A	asnA		ECMDS42_3182	993	330	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3357365	3358816	-					yieM		ECMDS42_3183	1452		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3357365	3358816	-	BAL40337.1			predicted von Willibrand factor containing protein	yieM		ECMDS42_3183	1452	483	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3358810	3360306	-					yieN		ECMDS42_3184	1497		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3358810	3360306	-	BAL40338.1			fused predicted transcriptional regulators	yieN		ECMDS42_3184	1497	498	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3360529	3362397	+					trkD		ECMDS42_3185	1869		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3360529	3362397	+	BAL40339.1			potassium transporter	trkD		ECMDS42_3185	1869	622	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3362564	3362983	+					rbsD		ECMDS42_3186	420		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3362564	3362983	+	BAL40340.1			predicted cytoplasmic sugar-binding protein	rbsD		ECMDS42_3186	420	139	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3362991	3364496	+					rbsA		ECMDS42_3187	1506		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3362991	3364496	+	BAL40341.1			fused D-ribose transporter subunits	rbsA		ECMDS42_3187	1506	501	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3364501	3365466	+					rbsC		ECMDS42_3188	966		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3364501	3365466	+	BAL40342.1			D-ribose transporter subunit	rbsC		ECMDS42_3188	966	321	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3365491	3366381	+					rbsB		ECMDS42_3189	891		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3365491	3366381	+	BAL40343.1			D-ribose transporter subunit	rbsB		ECMDS42_3189	891	296	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3366507	3367436	+					rbsK		ECMDS42_3190	930		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3366507	3367436	+	BAL40344.1			ribokinase	rbsK		ECMDS42_3190	930	309	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3367440	3368432	+					rbsR		ECMDS42_3191	993		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3367440	3368432	+	BAL40345.1			DNA-binding transcriptional repressor	rbsR		ECMDS42_3191	993	330	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3368398	3369825	-					hsrA		ECMDS42_3192	1428		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3368398	3369825	-	BAL40346.1			predicted multidrug or homocysteine efflux system	hsrA		ECMDS42_3192	1428	475	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3369848	3370540	-					yieP		ECMDS42_3193	693		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3369848	3370540	-	BAL40347.1			predicted transcriptional regulator	yieP		ECMDS42_3193	693	230	
gene	rRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3371021	3372562	+					rrsC		ECMDS42_3194	1542		
rRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3371021	3372562	+				16S ribosomal RNA (rrnC)	rrsC		ECMDS42_3194	1542		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3372648	3372723	+					gltU		ECMDS42_3195	76		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3372648	3372723	+				tRNA-Glu	gltU		ECMDS42_3195	76		
gene	rRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3372917	3375820	+					rrlC		ECMDS42_3196	2904		
